AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
16,-14,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,-5,0,0,0,-4,0
9,-16,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,26,0,-6,0,0,0,-6,0
7,-16,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,26,0,-6,0,0,0,-6,0
20,-17,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,1,0,0,0,0,23,0,-2,0,0,0,-9,0
12,-15,0,0,-4,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,23,0,-7,0,0,0,-4,0
18,-15,0,0,0,0,1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,31,0,-6,-4,0,0,-2,0
10,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,0,-6,0,0,0,-5,0
0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-6,0,0,0,-6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,-5,0,0,0,-5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,-6,0,0,0,-6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,-4,0,0,0,-7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-4,0,0,0,-7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-4,0,0,0,-7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-5,0,0,0,-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-5,0,0,0,-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-5,0,0,0,-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,-5,0,0,0,-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,-4,0,0,0,-7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,-5,0,0,0,-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,-4,0,0,0,-7,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-5,0,0,0,-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,-5,0,0,0,-4,0
0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,0,0,-5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-2,-1,0,0,-6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,-1,0,0,-8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,-1,0,0,-8,0
0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,8,0,-4,0,0,0,-6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,-7,0,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-7,0,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-6,0,0,0,-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,-7,0,0,0,-2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-7,0,0,0,-1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-4,0,0,0,-7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,-6,0,0,0,-6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-8,0,0,0,-5,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-8,0,0,0,-5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-8,0,0,0,-5,0
0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,9,0,-8,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,-4,0,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,-4,0,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,-6,-2,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,-4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,-4,0,0,0,-7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,12,0,-6,-2,0,0,-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,12,0,-6,-2,0,0,-4,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,12,0,-6,-2,0,0,-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,-4,0,0,0,-10,0
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,-4,0,0,0,-7,0
0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,0,0,0,0,8,0,-4,0,0,0,-6,0
0,0,0,0,0,0,0,0,-3,0,-1,0,0,0,0,0,1,0,0,0,0,10,0,-4,0,0,0,-6,0
0,0,0,0,0,0,1,0,-3,0,-1,0,0,0,0,0,1,0,0,0,0,10,0,-4,0,0,0,-6,0
0,0,0,0,0,0,1,0,-3,0,-1,0,0,0,0,0,1,0,0,0,0,10,0,-4,0,0,0,-6,0
